text,category,sentiment
"đơn hàng giá_trị lớn , chưa hàng hệ_thống báo : “ giao hàng thành_công ” , gọi tổng_đài báo vòng 24 - 48 . mua làm_quà , ảnh_hưởng kế_hoạch . không hài_lòng",Service,negative
máy tốt nguyên niêm_phong hãng . không . tốt,Genuineness,positive
"máy đẹp , chất_lượng như shop quảng_cáo , test chức_năng đều hoạt_động tốt , màn_hình đẹp , màu_sắc rực_rỡ như mong_đợi , cầm đầm chảnh , shop uy_tín , giao hàng đúng hẹn , nhân_viên phục_vụ tốt , hài_lòng lắm , ủng_hộ sản_phẩm shop ,",Service,positive
"điện_thoại tốt , rẻ , ship không nội_thành , quên video unbox may không cục gạch haha",Price,positive
"pin ngon , thay vô 3 sạc kì hài_lòng",Performance,positive
sản_phẩm tốt shop hướng_dẫn giá không đòi_hỏi . . giao hàng shop,Service,positive
"hàng nguyên seal , giao , ổn . kì hài_lòng",Ship,positive
"đẹp , to macbook 13 , hàng táo mua tiki chuẩn . kì hài_lòng",Genuineness,positive
"pin_chai 86 % , ổn , đống gói cẩn_thận sim ghép , chất_lượng oke , hơi xui không !",Configuration,negative
mua hàng tiki yên_tâm . sạc_anker tặng kèm tốt . hẹn 7 / 12 giao 4 / 12 giao . ủng_hộ tiki . kì hài_lòng,Other,positive
hàng nguyên seal . kích_hoạt bảo_hành . pin hao hơi đủ 1 mua 2 a51_tiki,Configuration,negative
"hài_lòng chất_lượng sản_phẩm , máy đẹp lắm , shop giao hàng , test chức_năng ổn_định , màn_hình đẹp màu_sắc rực_rỡ , cảm_ứng lướt êm mượt , cấu_hình mạnh mạng lướt web phim , liên_minh sướng , đồng_tiền , giới_thiệu",Model,positive
"sản_phẩm sale giá ổn voucher giảm_giá shope kịp hốt 1 đập đá bền_bỉ ,",Price,positive
"giao , hành_chính hãng v n , máy đẹp 2tr - 36tr - trả_góp 0 % 12 chương_trình thẻ tín_dụng , tiện_lợi hàng 30tr không cảnh_báo hàng vỡ , đóng_gói không chống sốc , hộp móp 1 góc , shipper thân_thiện bỏ_qua , trừ 1 *",Service,negative
"hai , máy nhẹ , lướt êm , máy chưa kích_hoạt như tgdđ.",Performance,positive
"cộng mua màu đen giao màu trắng , tạm sai màu",Service,negative
"mua 1 , oke mua 2 tặng . tiền . tiki đóng_gói , tiki giấy đóng_gói thân_thiện môi_trường , giao hàng nhanh_chóng . vote 5 sản_phẩm , 5 tiki phẩm tiền",Price,positive
okey chọc sim kì hài_lòng,Other,positive
điện_thoại . giao hôm_qua kì hài_lòng,Ship,positive
"máy , phụ_kiện đi kèm oke lướt web game không lag . giá hợp_lí",Accessories,positive
"dày ip6 , pin , máy ip6 1 pin , máy 2 pin , nghe ck cài mặc_định 1 sim mua 1 sim dc . màu đỏ đẹp bàn , chụp ảnh ip bàn . kì hài_lòng",Model,positive
"điện_thoại nguyên seal , phụ_kiện : cáp sạc , ốp lưng , tai_nghe , sim 1 tuần , máy ok , màn_hình đẹp , tầm giá hài_lòng trải nghiệm máy ( màn_hình full , camera pop - up ) máy trôi hạn bảo_hành , liên_hệ tiki giải_đáp rõ_ràng ( mặc_định_tính bảo_hành máy ) giao hàng tối 5 7 hàng",Price,positive
"shop đóng_gói cẩn_thận , giao hàng nhanh_chóng , máy 6 lỗi sọc ngang màn_hình , đi du_lịch không_thể liên_lạc tiki . dã , mua 17 đổi máy không ? không ? lỗi",Performance,negative
"buồn mua hôm , hôm_nay tai_nghe thử phát_hiện_tại nghe hư tai , gắn thử ta nghe điện_thoại không nghe . hàng hãng buồn , liên_hệ tiki không nghe hư",Configuration,negative
giao hàng . máy hãng . ok kì hài_lòng,Genuineness,positive
mua chưa . hình_thức đẹp . kiểm_tra mặt phù pin tiki đổi không sản_phẩm phù pin trừ giao hàng chưa 3 tiếng hàng chờ giải_quyết đổi dt . tạm 2sao hài_lòng,Model,positive
"pin sụt hơi một_chút , thoảng tác vụ đọc văn_bản lướt web đơn_giản , cỡ 2 - 3h sụt 30 % . không phàn_nàn , màu_sắc_đẹp , máy mướt chụp hình không đẹp lắm đủ , không game không chụp ảnh , không điện_thoại thường_xuyên như oke rổi , check emei máy hãng nha kì hài_lòng",Performance,negative
"sản_phẩm tốt , êm , máy cực đẹp kì hài_lòng",Performance,positive
"xài 2 , máy tốt lắm shop , pin trâu_bò , chức_năng đều ổn , màn_hình cảm_ứng nhạy , camera chụp hình sắt nét lắm , mạng mạnh_mẽ , lướt web mượt_mà , hài_lòng , shop uy_tín lắm , giao hàng đúng như quảng_cáo , an_tâm sản_phẩm cua shop ,",Performance,positive
"shop nhiệt_tình . ban_đầu_máy lỗi , shop uy_tín đổi 1 máy , đẹp cũ , ổn_định . shop . chúc shop buôn may đắt .",Service,positive
"giao hàng , hàng đẹp , hãng . kì hài_lòng",Ship,positive
giao hàng . đêm hôm_qua chiều hôm . sp tốt . . mua tiki 1 ipad ip . áp mã 1tr giá 18tr . hời . kì hài_lòng,Ship,positive
"tốt mong_đợi . giá tốt . chất_lượng oke shop phục_vụ nhiệt_tình , chuẩn hãng . sài 1 tuần không lỗi . ngon",Service,positive
"máy đẹp shop , giá_cả hợp_lý , shop giao hàng đúng hẹn , chất_lượng không , chuẩn , vừa_ý hài_lòng , đồng_tiền bát gạo , shop phục_vụ chuyên_nghiệp , chế_độ hậu_mãi rõ_ràng , an_tâm sản_phẩm giá 5sao ,",Ship,positive
"sản_phẩm hãng , máy đẹp , chất_lượng , ứng_dụng êm , game , lướt web , phim online chạy mượt , quay_phim chụp hình pin trâu , vừa_ý , shop giao hàng đúng như quảng_cáo , ủng_hộ shop đon hàng",Configuration,positive
máy ổn pin,Configuration,negative
mua ram 6 gửi 4 . đt pin yếu,Configuration,negative
"sản_phẩm ok , check nằm gắn không nha . nằm giường coi ipad vui 😁 giá_cả chất_lượng",Price,positive
đặt_hàng tiki hôm tiki giao hàng hàng hàng nguyên niêm_phong test chưa 1 máy lỗi mấy game nhẹ 15 - 20p tắt màn_hình hồi bật màn_hình không bấm nút máy khởi_động game nhẹ tầm 15 - 20p máy ( test 3 đều ) 4 mở_màn_hình không máy hiện như hình xong không bấm nút máy khởi_động chưa 12h mong tiki đổi hàng giúp lỗi nghiêm_trọng,Performance,negative
"hài_lòng sản_phẩm shop , máy đẹp , hoạt_động ổn_định , cấu_hình mạnh , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ như mong_đợi , shop giao hàng đúng hẹn , chất_lượng đúng như quảng_bá , đồng_tiền , shop",Model,positive
máy trâu ổn . 2 sạc pin một 🙆 vân khuôn_mặt . kì hài_lòng,Configuration,positive
máy ok ! không quen ! 500k mua iphone 5,Other,positive
"như bình_luận , k chê . mua 2 phẩm đẹp , pin khoẻ , giao hàng",Ship,positive
"mua điện_thoại 2 cục gạch , clip hộp shope samsung từ_chối hoàn tiền , không lừa_đảo",Genuineness,negative
"tuần đầu ổn không hôm_nay hư loa , thất_vọng !",Configuration,negative
"sản_phẩm màu đẹp , tư_vấn nhiệt_tình , đóng_gói kỹ , điện_thoại hãng , nguyên hộp , nguyên seal , pin 60 hài_lòng , nhe . ❤",Service,positive
"đặt_hàng tuần . 1.30 tiếng hàng nóng_hổi . bộ_phận khách_hàng hiệu_quả trừ địa_chỉ giao hàng kích_hoạt bảo_hành tiki giải_quyết liền lun . giá tốt thị_trường s9 . 5 tiki : ) hàng cực , tốt",Service,positive
tuyệt_vời gọn 2h hàng hãng tem fpt mã vna nguyên seal . kì hài_lòng,Genuineness,positive
khởi_động máy_tính bảng samsung,Other,positive
"sản_phẩm hãng , máy đẹp , chất_lượng , ứng_dụng êm , game , lướt web , phim online chạy mượt , quay_phim chụp hình pin trâu , vừa_ý , shop giao hàng đúng như quảng_cáo , ủng_hộ shop đon hàng",Model,positive
oke máy chuẩn kì hài_lòng,Other,positive
"sản_phẩm mỏng , nhẹ , màn_hình đẹp , hàng nguyên niêm_phong , mã ll , setup máy active bảo_hành . giao hàng tikinow 2h , giao bình_thường . đẹp , giá tốt",Genuineness,positive
"điện_thoại tốt đẹp . giá mua sale rẻ 4tr8 . màn_hình 120hz mượt , màn_hình lớn 6.67 inch viên pin lớn . tuyệt ! shop giao hàng , nhiệt_tình chu_đáo . shop sản_phẩm !",Configuration,positive
"ổn giá rẻ , đẹp , bền . bẩn lắm ố màu bền",Price,positive
đóng_gói giao hàng . sản_phẩm chờ trả_lời chất_lượng .,Ship,positive
"dịch_vụ tiki tốt , đặt_hàng máy giao hàng . sản_phẩm vsmart miễn chê kì hài_lòng",Ship,positive
"máy đẹp , shop giao hàng đúng chuẩn , chức_năng ổn_định , cấu_hình mạnh_mẽ mạng phim , game tuyệt_vời , màn_hình cảm_ứng nhạy , giá_cả hợp_lý , hài_lòng vừa_ý , shop giao hàng đúng như mong_đợi",Performance,positive
"mua đợt khuyến_mại có_giá tốt . sản_phẩm nguyên seal , đầy_đủ phụ_kiện tốt . giao hàng đúng hẹn kì hài_lòng",Price,positive
"sản_phẩm đúng như mô_tả , tiki giao hàng đóng_gói kỹ . ko kiểm_định yên_tâm . đầu_ra không hôi không mùi . máy chạy êm . không bền không . máy kèm phiếu bảo_hành phiếu không chữ cửa đại_lý không trục_trặc bảo_hành ko . rẻ chất_lượng",Model,positive
"hàng 100 % , kích_hoạt , giao hàng mất 1 , chất_lượng sản_phẩm chưa lỗi , 1tgian ms đc . nguyên seal , nhập mỹ ll / a",Model,positive
"giao hàng cực hôm hôm , đóng_gói kỹ_càng , hàng chất_lượng uy_tín , tiền .",Price,positive
"hàng mỹ , đóng_gói cẩn_thận . kì hài_lòng",Model,positive
"đúng như anh_em giới_thiệu , shop giao hàng ok , , máy đẹp , màn_hình màu_sắc rực_rỡ , cảm_ứng êm_ái , ứng_dụng hoạt_động chuẩn , camera sắt nét , loa lớn âm_thanh nghe rõ_ràng , mạng lướt web game không chê hài_lòng lắm ,",Performance,positive
"vsmart joy 3 2 , máy tốt máy tầm giá mong_đợi . 4 ap vsmart , như ghi thiết sai không sữa , chép danh_bạ sim thiết_bị ( ngược_lại ) . mày_mò không ngăn update hệ_thống ( rành , viết bình_luận chỉ_dẫn ,",Service,positive
đt hiệu_năng ổn nhân_viên tư_vấn nhiệt_tình,Performance,positive
"sản_phẩm đúng nguyên seal , chưa active , hôm_nay hài_lòng . ý_kiến tiki gói hàng hơi mong_manh vỡ , hàng giá_trị không nylon bong_bóng chống sốc . một góc hộp cấn đùn , may_sao máy nguyên .",Model,positive
"máy màu xanh đẹp , mã ll / a không lo chụp hình tiếng . nhân_viên giao hàng kiểm_tra hàng nguyên seal .",Genuineness,positive
"1 . giao hàng , tối hôm_nay , chiều sớm_hôm giao . 2 . nguyên_xi 100 % , đẹp màu xám không xám bạc màu trắng xám nhạt kiểu pastel ( màu phai ) màu đen đẹp . 3 . giá 4.990.0 14k giao hàng đều vô trả_góp . sung_sướng mua giá tốt máy_tính bảng . chưa tiệm coi màu đen xám pastel đẹp . 4 . 24h test không chê . âm_thanh , ánh_sáng đều tuyệt_vời . mua ốp 100k , dán màn_hình 60k vi_vu giải_trí kì hài_lòng",Configuration,positive
"máy đẹp , hình_thức sang_trọng , chức_năng hoàn_thiện , test sản_phẩm không lỗi , đồng_tiền bát gạo , shop uy_tín giao hàng đúng như quảng_cáo , nhân_viên shop nhiệt_tình , vui_vẻ tâm khách_hàng , chế_độ hậu_mãi rõ_ràng an_tâm sản_phẩm shop",Price,positive
"trưa máy chạy ổn , 3tr không đòi_hỏi cấu_hình , camera . màn_hình to vừa_phải , xấp_xỉ quyển thông_thường . mẫu_mã hợp_ý . như : zac cắm tai_nghe , không . nhấn_mạnh không không trục_trặc . không_thể cắm , không nghe , tai_nghe lẫn loa máy đều phát tiếng . hai nhập gmail , xác_nhận tài_khoản máy bình_thuận đồng_nai ? máy active gửi mã imei 10 ' chưa trả_lời . vụ active chấp_nhận , vụ tai_nghe mong shop xem_xét giúp . shop . không hài_lòng",Accessories,negative
"mền chào tiki ! mua hàng tiki . cảm_nhận tiki phục_vụ tốt , khâu cskh khâu . , sản_phẩm ( đt vsmart joy 3 ) đều ok , lắp sim máy không , báo không thẻ sim , màn_hình tối mặc_dù không chỉnh độ . cảm_nhận , mong tiki giải_quyết giúp . tiki , chúc tiki kh . hỗ joy 3 không sim",Configuration,negative
"máy mượt , ít đề pin tuột ổn không 750k mua hàng như không chê hàng hơi móp , update ui , up lỗi zip , tắt sẵn tận 4",Performance,positive
"đóng_gói , shop tư_vấn nhiệt_tình , thân máy xước , máy chạy tốt .",Model,negative
sản_phẩm ok . trục_trặc xíu giao hàng tạm bỏ_qua đc . ghét 50 ký_tự,Ship,negative
"mua 2 điện_thoại tiki đều sản_phẩm nguyên seal , sản_phẩm pin trâu , mượt_mà , vote 5 kì hài_lòng",Model,positive
"tiki giao hàng , đóng_gói kĩ máy_đẹp , mượt , pin trâu , hiển_thị đẹp , chụp ảnh không oke cáp sạc 3 chân không lắm không đa_số ổ điện , mua đồ cồng_kềnh xấu . đọc nhận_xét không giao . kiểu random : v lẽ 5 cáp sạc",Performance,positive
hàng hơi lỗi camera mờ lắm nghe gọi loa hơi hài long sản phấm lắm không hài_lòng,Configuration,negative
"mua sản_phẩm sản_phẩm màu silver hài_lòng giao hàng ) màn_hình tìm_kiếm sản_phẩm key2 hình_hộp quà tặng ( tai_nghe ốp lưng ) . quà tặng hàng không . tiki liên lác . cảo nhầm_lẫn , hotline không liên_hệ",Ship,positive
"máy nguyên seal , chạy mượt . ngon tầm giá 3tr ! tốc_độ !",Price,positive
"máy đẹp , ngon . chức_năng hoạt_động ổn_định , shop giao hàng nhân_viên tư_vấn nhiệt_tình , an_tâm sản_phẩm shop",Model,positive
"giao hàng , 8h15 , 9h15 tiki giao . không củ sạc hộp iphone , tiki tặng củ sạc anker . mua chưa chưa ngon không , bắt update tiếng . một mạng chậm , máy mua 3 bắt update trải nghiệm iphone kì tệ . hài_lòng tiki , iphone tệ .",Ship,positive
"tiki trading hàng xt mobile ram 6gb ( thanh_toán mấy hàng ram 4gb , sơ_ý vội bóc niêm_phong đành chấp_nhận không hàng hoàn tiền . bực không đúng phiên_bản 6gb . liên_hệ tiki phản_ánh bù chênh giá 2 phiên_bản ( như giá web mấy trăm ngàn ) . tiki trả_lời xt mobile bảo phiên_bản ram 4gb 6gb giá không bù tiền chênh_lệch . lý_lẽ ngang cua . bao_bì giấy_tờ biên_lai đi kèm hộp đồ tiki , xt mobile đều ghi active 3 phiên_bản ram 6gb , song lõi điện_thoại ram 4gb . hiển_nhiên chả nhầm_lẫn xt mobile làm_ăn_gian_dối . bực email tiki xt mobile_xuất hóa_đơn evat bằng_chứng xt mobile làm_ăn_gian_dối . bận công_việc không liên_lạc . mấy tuần evat không , tiki liên_lạc gửi voucher 200k xin_lỗi giao nhầm điện_thoại . thực bực 6gb đắt ít 4gb , lỡ bóc niêm_phong đánh . tiền mua trừ voucher 200k tiki gửi đi mấy shop mua ram 6gb không 4gb như . mua mấy tiki 10 triệu đều ổn , mua giá_trị không chú_ý ăn quả_lừa . mua mua mua tiki_trading istore né thằng xt mobile , làm_ăn gian_dối . mobile làm_ăn_gian_dối",Genuineness,negative
"sản_phẩm mô_tả , chữ âm_thanh lớn . shop phục_vụ nhiệt_tình .",Service,positive
"giá mềm , đẹp mướt_mát , shipper tiki lịch_sự check kĩ thông_tin mua hàng thanh_toán , chip dòng tuốt năm_ngoái v cấu_hình skin s di_chuyển không mượt_mà không giật , cấu_hình khoẻ re bàn , đẹp , ưng camera cà nhú = ] ] , hài_lòng , cấu_hình khoẻ khoẻ tạm cày mua rog phone = ] tai_nghe tặng kèm nghe không , nghe . chưa quen cập_nhật phần_mềm ổn_định máy nóng , pin 1 tiếng tụt 30 % game 30 % . bù cam ổn , thẻ_nhớ , ok ! ưng lắm",Performance,negative
"sản_phẩm wifi yếu , bắt sóng không được_lòng",Performance,negative
giao hàng siêu nhanh_trừ dịch_vụ chuẩn 5 🤩 . tiki chưa thất_vọng . 😍 kì hài_lòng,Service,positive
đăng_ký hóa_đơn đơn hàng không hề ? không liên_lạc hóa_đơn gtgt,Service,negative
"hàng , dt cục sạc . không tai_nghe kèm . shop quyên không tai_nghe kèm shop m31",Accessories,negative
"máy tốt , đều ưng_ý",Other,positive
"máy đẹp , hãng , đầy_đủ phụ_kiện , cảm_ứng nhạy , màn_hình sắc nét , camera chụp hình đẹp , giá_cả hợp_lý túi_tiền . vừa_ý . ủng_hộ shop đơn hàng",Model,positive
"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",Ship,positive
"sản_phẩm hãng , tốt , tốc_độ máy chấp_nhận giá sản_phẩm , giao hàng . kì hài_lòng",Genuineness,positive
"giá đỡ giá chất_lượng ổn . ngoại_hình bắt_mắt , tốt",Accessories,positive
đon hàng màu đen giao màu hồng,Service,negative
"sp hãng , kích_hoạt bảo_hành 2 mua , hài_lòng , săn sale giá tốt . dịp mua ủng_hộ shop tiếp 👍",Price,positive
tuyệt_vời . kì hài_lòng,Service,positive
"giá - cấu_hình máy , hợp_lý phân khúc . hợp túi_tiền đa_phần công_nhân thu_nhập như . chất lương chưa , hàng việt nam ủng_hộ . máy sơ_sơ .",Configuration,positive
"máy vsmart jov4 chạy mượt , hàng đẹp đúng mẫu , giá_cả hợp_lý , máy ok kì hài_lòng",Performance,positive
"sản_phẩm tốt , chất_lượng , shop giao hàng đúng hẹn , kiểm_tra ứng_dụng mượt , game , phim , lướt web êm , shop giao hàng đúng như quảng_cáo , giới_thiệu người_thân ủng_hộ shop , duyệt 5 ,",Ship,positive
hợp tùi tiền 2tr1 . đều ổn . pin hơi yếu . tiki_lòng,Price,positive
"hôm_nay ipad 4 . hàng_y hình 97 % móp góc chút_xíu , xước nhẹ 1đường máy , ok như , pin 3ngày pin . . phần_mềm trước_mắt ok . ok mua 1máy . đăng quảng_cáo dùm shop . 5 * tư_vấn nhiệt_tình .",Configuration,positive
"máy , nguyên seal . mua chục tiki r . tiki , đem hài_lòng phẩm tốt",Genuineness,positive
"hàng hãng , pin trâu , oke kì hài_lòng",Genuineness,positive
"hàng đầy_đủ tem nhãn , giao",Ship,positive
"camera không nét , máy giật lag mua , phản_hồi cảm_ứng màn_hình hơi chậm . 1 điện_thoại giá rẻ 1 sản_phẩm chấp_nhận . , ổn tầm giá",Performance,negative
"nguyên seal , mua tặng chưa bóc chưa check . kì hài_lòng",Model,positive
"giao hàng , 1 tuần nội_thành . máy pin mặt lưng nóng . cảm_giác thất_vọng exynos 990 đầu_bảng . chia_tay",Ship,negative
máy đơ . kết_nối_mạng kém . loa bé . thất_vọng sản_phẩm,Performance,negative
ngoại_hình ok . một mĩ không nâng android 10 . khuyên mua hàn . áp hơi yếu nc tạch nhân_viên tư_vấn nhiệt_tình không thái_độ,Service,positive
good đẹp đúng hàng 2021 100 % kì hài_lòng,Other,positive
"giao hàng siêu , 7 đặt_hàng , chiều 2 hàng . đóng_gói kĩ_càng , bao da tặng kèm cứng_cáp , đẹp . máy trầy nhẹ không mua",Ship,positive
"hàng tiki chuẩn , giao cực . tối hôm . hôm giao . máy oppo chụp ảnh đẹp tầm giá . ổn ! 10d tiki 7 oppo kì hài_lòng",Ship,positive
ngon giá tiền kì hài_lòng,Price,positive
"máy_đẹp , nguyên seal , canh deal cực ngon . shop nhiệt_tình , gói hàng kỹ",Service,positive
4 - 64 đen tiki phân_phối 2790k rẻ tgd fpt . tiki giao hàng bọc sản_phẩm chưa kỹ . điện_thoại vsmart tạm mặc_dù custom chỗ chưa tốt mong vin hoàn_thiện phần_mềm như sản_phẩm_chất_lượng . kì hài_lòng,Ship,positive
"giao hàng , sản_phẩm nguyên niêm_phong kì hài_lòng",Genuineness,positive
"trải nghiệm máy z5 ! sản_phẩm tốt , tính_năng hoạt_động ok !",Performance,positive
hàng giao đúng như mo tả máy mượt giao hàng chờ_đợi 1 hàng kì hài_lòng,Ship,negative
giao hàng gói cẩn_thận kì hài_lòng,Ship,positive
"cực_kỳ hài_lòng , mua trả_góp 0 % , đặt_hàng 5g chiều_tối chưa đi nhà_hàng giao , khui hộp đúng ra_mắt . đúng hàng hãng . mãi yêu tiki kì hài_lòng",Ship,positive
"shop phong_cách phục_vụ chuyên_nghiệp , tận_tâm khách_hàng , giới_thiệu anh_em bạn_bè ủng_hộ shop , , duyệt 5",Service,positive
"đẹp shop , đúng hàng hãng , cấu_hình mạnh , game , lướt web phim đều chạy mượt , camera đều sắt nét , hài_lòng sản_phẩm , shop giao hàng đúng như quảng_cáo , giới_thiệu shop người_thân , bình_chọn shop 5 .",Model,positive
"vui , shop giao hàng đúng như quảng_cáo , máy đẹp lắm , màu_sắc màn_hình cảm_ứng nhạy , lướt êm_ái , pin trâu_bò , sạc hình mạnh mạng lướt web , zalo đều hoàn_hảo , giá_cả tầm hợp_lý , shop nhiệt_tình tâm khách_hàng , hài_lòng lắm lắm , t",Price,positive
"đúng như shop quảng_cáo , máy đẹp , cấu_hình mạnh_mẽ , ứng_dụng hoạt_động êm_ái , màn_hình cảm_ứng sắt nét , camera chụp ảnh đẹp cực_kỳ , đáng_giá đồng_tiền bát gạo , hoàn_hảo , shop tâm phục_vụ khách_hàng chuyên_nghiệp , hài_lòng lắm ,",Configuration,positive
"giao hàng , đóng_gói , an_toàn , máy đẹp , không tì_vết , đẹp mượt , ok , ngoại_trừ giá hợp_lý . shop chuyên_nghiệp , chủ shop hàng tâm , tư_vấn nhiệt_tình .",Ship,positive
"máy đẹp shop , test ứng_dụng hoạt_động tốt , màn_hình đẹp màu_sắc rực_rỡ , camera chụp hình không chê , mạng lướt web phim oke , shop giao hàng uy_tín đúng như quảng_cáo , hài_lòng vừa_ý ,",Configuration,positive
máy đẹp cảm_ứng bền chờ trả_lời,Model,positive
"vọc máy 1 tí máy nóng , nóng lưng pin . hình_thức ổn",Model,positive
máy mua hôm hôm đơ ; liên_hệ đổi máy gửi đi 10 chưa kết_quả ; kết_quả bảo máy không trừ shope xử mua máy . không . haiza . tiền mua điện_thoại mới_toanh suốt lo không đơ .,Performance,negative
máy không định_vị . 2h maps cập_nhật . sạc mượt . máy trưa 5tr6 buồn,Price,negative
"shop , shop uy_tín giao hàng đúng hẹn , sản_phẩm hãng , 99 % , phim game mượt , camera chụp hình sắt nét , test ứng_dụng chạy êm mượt lắm , hài_lòng . shop giao hàng đúng như quảng_cáo . shop 5",Model,positive
đóng_gói hàng kém 1 điện_thoại 34 tr không 1 miếng xốp giảm_chấn : (,Ship,negative
"đóng_gói an_toàn , sản_phẩm . chất_lượng tốt , chụp hình đẹp , pin đủ . kì hài_lòng",Configuration,positive
"đẹp lắm , chất_lượng tốt , giá_cả hợp_lý , test chức_năng cơ_bản ổn_định , màn_hình cảm_ứng nhạy , màu_sắc_đẹp , pin trâu , cảm_nhận thoải_mái sản_phẩm , shop uy_tín giao hàng chất_lượng đúng như quảng_cáo , hài_lòng lắm shop , shop",Performance,positive
"fullbox z5 , không củ sạc ! máy_dán , móp cạnh . tạm ổn tầm giá !",Model,negative
"giao hàng , sản_phẩm tốt kì hài_lòng",Ship,positive
"chuẩn lắm nha anh_em , máy đẹp lắm , cấu_hình mạnh_mẽ , màn_hình màu_sắc rực_rỡ , chức_năng hoạt_động ổn_định , camera sắt nét , lướt web game youtube zalo lướt êm_ái , hài_lòng sản_phẩm , ủng_hộ shop",Performance,positive
"bà_con hàng kiểm hàng tại_chỗ nha . tui gấp không kiểm kết_quả gãy . hàng đẹp , gãy đầu đế đẹp gãy",Model,positive
hàng tuyệt_vời chủ shop thân_thiện tuyệt_vời .,Service,positive
sản_phẩm đóng_gói gọn_gàng kỹ . ớn . : v sản_phẩm mới_mẻ hiệu_suất tốt . 3 pin . : 3 game chưa . kì hài_lòng,Performance,negative
"máy như 100 % , mạnh_mẽ , ổn_định , pin tốt . tầm giá",Model,positive
không hình chất_lượng sản_phẩm oke giá rẻ shop kì hài_lòng,Price,positive
"máy_mượt , lớn_tuổi kì hài_lòng",Performance,positive
"máy đẹp như 99 % , shop uy_tín",Model,positive
"1 tuần . shop không chê . máy hình_thức đẹp , trầy_xước ít , như . mạng ap rác ( tải tool mạng xoá ) . chip snap 820 nóng , xung , lag , mua máy phụ nghe gọi , nhẹ_nhàng đc .",Performance,negative
"chuẩn , hàng đẹp lắm shop , máy cầm đầm chảnh , chức_năng hoạt_động tốt , ứng_dụng chạy êm_ái , màn_hình màu_sắc_đẹp , cảm_ứng lướt nhẹ_nhàng , chụp hình sắc nét , hài_lòng lắm , shop uy_tín , giao hàng chất_lượng tốt , shop , anh_em an_tâm ủng_hộ shop ,",Performance,positive
"hàng ngon . đều ổn_định . mua hàng shop mấy đơn chưa thất_vọng . máy chạy ổn_định . shop uy_tín . yên_tâm đặt_hàng shop . nhiệt_tình , trả_lời nhắn . ok",Performance,positive
"đúng như shop quảng_cáo , máy đẹp , cấu_hình mạnh_mẽ , ứng_dụng hoạt_động êm_ái , màn_hình cảm_ứng sắt nét , camera chụp ảnh đẹp cực_kỳ , đáng_giá đồng_tiền bát gạo , hoàn_hảo , shop tâm phục_vụ khách_hàng chuyên_nghiệp , hài_lòng lắm ,",Service,positive
"hàng đẹp chất_lượng hãng , nguyên hộp đầy_đủ phụ_kiện shop giá sales 2tr6 như tuyệt_vời",Price,positive
"hàng , nguyên seal . tốt không như mua shop mày_mò . pin tuột hơi . chưa oasis 1 không so_sánh pin oasis 1 2 .",Model,positive
sản_phẩm bóc vết xước sâu phím . hy_vọng giải_quyết 1 hợp_lý ! xước sâu phím,Model,negative
"đẹp , máy kết_cấu hoàn_thiện , bề_ngoài chảnh , cấu_hình mạnh_mẽ , chuẩn . máy 2 an_tâm , chức_năng hoạt_động ổn_định , shop uy_tín giao hàng đúng như quảng_bá , hài_lòng lắm , sản_phẩm ủng_hộ 10 chất_lượng",Performance,positive
giao hàng . kì hài_lòng,Ship,positive
máy 2 tuần ổn_định không giật lag có_lẽ game không fb zalo ngon,Performance,positive
"tiki now giao hàng 2 - 3h , email báo giao 16h 16h hàng . máy_nguyên seal . tiki đóng hàng cẩn_thận . máy màn_hình to , chưa quen , chụp ảnh ảo . sạc , pin trâu . tai_nghe đi kèm 1 nghe to 1 . nghe âm to_nhỏ",Accessories,negative
"giao hàng tiki nhân_viên nhắc_kiểm hàng đơn hàng giá_trị lớn , tặng cục sạc anker , giao hàng hãng việt_nam , tem tiki . giá không chênh_lệch rẻ vớithế giới di_động , fpt shop , an_toàn",Ship,positive
"shop giao đúng hàng , shop đóng_gói cẩn_thận , hàng nguyên tem khui niêm_phong 2 , xé 1 hộp , chưa hài_lòng lắm hộp xé rách , kiểm_tra hàng .",Genuineness,negative
"2 mua hàng công_nghệ tiki mua 1 laptop 4 * giao hàng trễ . chất_lượng , giao hàng không bàn . đt phụ_kiện màu đen không màu trắng , jack màu trắng : ( kì hài_lòng",Ship,positive
"giao hàng , shipper thân_thiện , hàng chuẩn kì hài_lòng",Genuineness,positive
hàng ổn_áp không có_lý_do thắc_mắc . đi thăm đồng 4 cuộc_gọi nhỡ ship shoppe quy_định không hàng không chủ shop hàng không shop uy_tín . hàng sách nguyên hộp,Service,positive
