review,category,sentiment
"Vị trí gần khu vực trung tâm, muốn đi đâu cũng tiện.",LOCATION#GENERAL,positive
Ở Happy Day 1 Hotel không vấn đề gì phát sinh khiến tôi phải phàn nàn cả.,HOTEL#GENERAL,positive
"Nhân viên chuẩn bị phòng ốc tươm tất, vệ sinh sạch sẽ.",ROOMS#CLEANLINESS,positive
"Nhân viên chuẩn bị phòng ốc tươm tất, vệ sinh sạch sẽ.",SERVICE#GENERAL,positive
"Nhân viên chuẩn bị phòng ốc tươm tất, vệ sinh sạch sẽ.",ROOMS#CLEANLINESS,positive
"Họ luôn thể hiện sự lịch thiệp, hiếu khách.",SERVICE#GENERAL,positive
"Nói chung, mọi thứ phù hợp giá thành.",HOTEL#GENERAL,positive
"Nói chung, mọi thứ phù hợp giá thành.",HOTEL#PRICES,positive
"Phòng ốc được vệ sinh sạch sẽ, trang thiết bị và cơ sở vật chất nơi đây được trang bị tương đối đầy đủ.",ROOMS#CLEANLINESS,positive
"Phòng ốc được vệ sinh sạch sẽ, trang thiết bị và cơ sở vật chất nơi đây được trang bị tương đối đầy đủ.",ROOM_AMENITIES#GENERAL,positive
"Phòng ốc được vệ sinh sạch sẽ, trang thiết bị và cơ sở vật chất nơi đây được trang bị tương đối đầy đủ.",ROOMS#CLEANLINESS,positive
Tuy nhiên cũng bất tiện khi phòng hơi chật và ở đây không có thang máy.,ROOMS#DESIGN&FEATURES,negative
Tuy nhiên cũng bất tiện khi phòng hơi chật và ở đây không có thang máy.,FACILITIES#DESIGN&FEATURES,negative
Tôi hài lòng khi nghỉ ngơi tại khách sạn Happy Day 1 Hotel trong kì nghỉ mát vừa rồi.,HOTEL#COMFORT,positive
Phù hợp túi tiền.,HOTEL#PRICES,positive
Sẽ quay trở lại.,HOTEL#GENERAL,positive
"Điểm cộng lớn nhất là về giá cả, nhân viên khá nhiệt tình, vệ sinh phòng thường xuyên và ở mức tạm ổn.",HOTEL#PRICES,positive
"Điểm cộng lớn nhất là về giá cả, nhân viên khá nhiệt tình, vệ sinh phòng thường xuyên và ở mức tạm ổn.",SERVICE#GENERAL,positive
"Điểm cộng lớn nhất là về giá cả, nhân viên khá nhiệt tình, vệ sinh phòng thường xuyên và ở mức tạm ổn.",ROOMS#CLEANLINESS,positive
Tôi không yêu cầu cao về nơi ở nên nơi này khá ok.,HOTEL#GENERAL,positive
Giá phòng tương xứng với chất lượng dịch vụ mà tôi nhận được nên không có gì khiến tôi phải than phiền cả.,ROOMS#PRICES,positive
Giá phòng tương xứng với chất lượng dịch vụ mà tôi nhận được nên không có gì khiến tôi phải than phiền cả.,ROOMS#GENERAL,positive
Giá phòng tương xứng với chất lượng dịch vụ mà tôi nhận được nên không có gì khiến tôi phải than phiền cả.,SERVICE#GENERAL,positive
Cung cách phục vụ của nhân viên thân thiện.,SERVICE#GENERAL,positive
"Giá tiền tương xứng với chất lượng dịch vụ tôi nhận được, nên thời điểm dừng chân nghỉ ngơi lại Happy Day 1 Hotel tôi không phàn nàn gì.",HOTEL#PRICES,positive
"Giá tiền tương xứng với chất lượng dịch vụ tôi nhận được, nên thời điểm dừng chân nghỉ ngơi lại Happy Day 1 Hotel tôi không phàn nàn gì.",SERVICE#GENERAL,positive
"Giá tiền tương xứng với chất lượng dịch vụ tôi nhận được, nên thời điểm dừng chân nghỉ ngơi lại Happy Day 1 Hotel tôi không phàn nàn gì.",HOTEL#GENERAL,positive
"Họ bố trí tôi ở căn phòng được chuẩn bị tươm tất, sắp xếp đồ đạc gọn gàng.",ROOM_AMENITIES#DESIGN&FEATURES,positive
Tạm được là những gì mà tôi nhận xét cho dịch vụ tại Happy Day 1 Hotel trong thời gian nghỉ ngơi vừa qua.,HOTEL#GENERAL,neutral
"Bù lại khách sạn gần trung tâm, muốn đi đâu cũng tiện.",LOCATION#GENERAL,positive
"Thái độ nhân viên phục vụ khách hàng tốt, vui vẻ, nhiệt tình.",SERVICE#GENERAL,positive
Nhưng chất lượng phòng ốc và phục vụ quá kém.,SERVICE#GENERAL,negative
Nhưng chất lượng phòng ốc và phục vụ quá kém.,ROOMS#QUALITY,negative
Không có dịch vụ là quần áo.,SERVICE#GENERAL,negative
"Đặc biệt khách sạn cho thuê xe máy, nhưng khi xe bị thủng bánh, nhân viên bắt đi vá xe trong khi khách hàng đang gấp và tới giờ trả phòng, không thoả thuận được, và không có sự trợ giúp nào.",SERVICE#GENERAL,negative
"Vị trí ngay trung tâm, thuận tiện.",LOCATION#GENERAL,positive
"PHòng ốc cơ bản, vệ sinh sạch sẽ và hợp túi tiền.",ROOMS#PRICES,positive
"PHòng ốc cơ bản, vệ sinh sạch sẽ và hợp túi tiền.",ROOMS#CLEANLINESS,positive
"Thứ nhất phòng ốc không sạch sẽ, chăn drap gối nệm thì dơ và không giống như hình ảnh trên website.",ROOMS#CLEANLINESS,negative
"Thứ nhất phòng ốc không sạch sẽ, chăn drap gối nệm thì dơ và không giống như hình ảnh trên website.",ROOM_AMENITIES#CLEANLINESS,negative
Chọn lựa Happy Day 1 Hotel để nghỉ ngơi là một quyết định đúng đắn.,HOTEL#GENERAL,positive
"Chuyến đi vừa qua, tôi có chọn khách sạn này để nghỉ ngơi và nhận thấy chất lượng khách sạn này tương đối tốt.",HOTEL#QUALITY,positive
Lần nghỉ ngơi tại khách sạn này thì tôi không được hài lòng.,HOTEL#COMFORT,negative
"Phòng dơ, cũ, ẩm mốc, nhân viên tiếp tân nói chuyện không vui vẻ, nhã nhặn với khách hàng.",ROOMS#CLEANLINESS,negative
"Phòng dơ, cũ, ẩm mốc, nhân viên tiếp tân nói chuyện không vui vẻ, nhã nhặn với khách hàng.",SERVICE#GENERAL,negative
Khách sạn được điểm cộng là vị trí phù hợp với yêu cầu đi lại của tôi.,LOCATION#GENERAL,positive
Khâu dọn phòng 2 ngày đầu thì có đến ngày thứ 3 không thấy lên dọn.,SERVICE#GENERAL,negative
"Phòng ốc sạch sẽ, trang bị cũng tương đối đầy đủ tiện nghi, vị trí ở khách sạn này cũng thuận tiện đi lại với tôi.",ROOM_AMENITIES#GENERAL,positive
"Phòng ốc sạch sẽ, trang bị cũng tương đối đầy đủ tiện nghi, vị trí ở khách sạn này cũng thuận tiện đi lại với tôi.",LOCATION#GENERAL,positive
"Phòng ốc sạch sẽ, trang bị cũng tương đối đầy đủ tiện nghi, vị trí ở khách sạn này cũng thuận tiện đi lại với tôi.",ROOMS#CLEANLINESS,positive
Giá ở đây so với chất lượng dịch vụ tôi thấy khá tốt.,HOTEL#PRICES,positive
Giá ở đây so với chất lượng dịch vụ tôi thấy khá tốt.,SERVICE#GENERAL,positive
Vị trí đi lại khá thuận tiện cho việc vui chơi.,LOCATION#GENERAL,positive
Tôi thấy Happy Day 1 Hotel này có chất lượng dịch vụ ok.,SERVICE#GENERAL,positive
"Happy Day 1 Hotel này được, chất lượng phòng ốc đạt yêu cầu nếu so với mức giá tôi đã bỏ ra là tương xứng.",HOTEL#GENERAL,positive
"Happy Day 1 Hotel này được, chất lượng phòng ốc đạt yêu cầu nếu so với mức giá tôi đã bỏ ra là tương xứng.",ROOMS#QUALITY,positive
"Happy Day 1 Hotel này được, chất lượng phòng ốc đạt yêu cầu nếu so với mức giá tôi đã bỏ ra là tương xứng.",ROOMS#PRICES,positive
Nếu so sánh với chi phí đã bỏ ra thì tôi hài lòng với chất lượng khách sạn này đang cung cấp.,HOTEL#PRICES,positive
Nếu so sánh với chi phí đã bỏ ra thì tôi hài lòng với chất lượng khách sạn này đang cung cấp.,HOTEL#QUALITY,positive
"Phòng ở bố trí tiện nghi, nội thất đầy đủ, khâu vệ sinh được chú ý sạch sẽ, thái độ nhân viên phục vụ khách hàng vui vẻ, nhiệt tình.",ROOMS#DESIGN&FEATURES,positive
"Phòng ở bố trí tiện nghi, nội thất đầy đủ, khâu vệ sinh được chú ý sạch sẽ, thái độ nhân viên phục vụ khách hàng vui vẻ, nhiệt tình.",ROOM_AMENITIES#GENERAL,positive
"Phòng ở bố trí tiện nghi, nội thất đầy đủ, khâu vệ sinh được chú ý sạch sẽ, thái độ nhân viên phục vụ khách hàng vui vẻ, nhiệt tình.",ROOMS#CLEANLINESS,positive
"Phòng ở bố trí tiện nghi, nội thất đầy đủ, khâu vệ sinh được chú ý sạch sẽ, thái độ nhân viên phục vụ khách hàng vui vẻ, nhiệt tình.",SERVICE#GENERAL,positive
"An ninh khách sạn này chưa được tốt cần được chú ý hơn, nửa đêm có người mở cửa phòng của tôi đến sáng có xuống báo nhân viên nhưng camera lúc đó không hoạt động.",HOTEL#MISCELLANEOUS,negative
Với tôi những gì khách sạn này đang cung cấp đến khách hàng cũng bình thường.,HOTEL#GENERAL,neutral
Chọn khách sạn đặt phòng chủ yếu là do vị trí phù hợp với yêu cầu đi lại của tôi.,LOCATION#GENERAL,positive
"Chất lượng phòng thì tôi không được hài lòng, ổ điện không đủ sử dụng, phòng trên tầng gác mái, vệ sinh không sạch sẽ.",ROOMS#QUALITY,negative
"Chất lượng phòng thì tôi không được hài lòng, ổ điện không đủ sử dụng, phòng trên tầng gác mái, vệ sinh không sạch sẽ.",ROOMS#CLEANLINESS,negative
"Chất lượng phòng thì tôi không được hài lòng, ổ điện không đủ sử dụng, phòng trên tầng gác mái, vệ sinh không sạch sẽ.",ROOMS#COMFORT,negative
"Chất lượng phòng thì tôi không được hài lòng, ổ điện không đủ sử dụng, phòng trên tầng gác mái, vệ sinh không sạch sẽ.",ROOM_AMENITIES#GENERAL,negative
Khách sạn gần chợ đêm và gần Hồ Xuân Hương nên rất thuận tiện cho các hoạt động.,LOCATION#GENERAL,positive
Cung cách phục vụ cũng như thái độ chào đón của nhân viên lịch sự và nhã nhặn.,SERVICE#GENERAL,positive
"Bên cạnh đó, khách sạn sắp xếp tôi ở căn phòng được chuẩn bị trước.",HOTEL#GENERAL,positive
Chi phí như thế khá phù hợp với chất lượng khách sạn này đang có.,HOTEL#PRICES,positive
Chi phí như thế khá phù hợp với chất lượng khách sạn này đang có.,HOTEL#QUALITY,positive
"Đội ngũ nhân viên nơi đây họ phục vụ khách hàng vui vẻ, nhiệt tình.",SERVICE#GENERAL,positive
"Cơ sở hạ tầng, trang thiết bị khách sạn cung cấp khá tốt.",FACILITIES#GENERAL,positive
Tôi đánh giá Happy Day 1 Hotel này có chất lượng dịch vụ được.,HOTEL#QUALITY,positive
"Nhân viên dọn dẹp phòng ốc sạch sẽ, cung cấp đầy đủ vật dụng, đáp ứng được nhu cầu sử dụng của tôi.",SERVICE#GENERAL,positive
"Nhân viên dọn dẹp phòng ốc sạch sẽ, cung cấp đầy đủ vật dụng, đáp ứng được nhu cầu sử dụng của tôi.",ROOM_AMENITIES#GENERAL,positive
"Nhân viên phục vụ cũng nhiệt tình, chu đáo.",SERVICE#GENERAL,positive
Tôi sẽ tiếp tục đặt phòng tại khách sạn này nếu có cơ hội.,HOTEL#GENERAL,positive
Happy Day 1 Hotel này có chất lượng cũng được.,HOTEL#QUALITY,neutral
"Phòng ốc hơi nhỏ nên thấy hơi bí nhưng được dọn dẹp vệ sinh sạch sẽ, thái độ phục vụ của nhân viên tốt, vị trí cũng thuận tiện cho việc đi lại, giá cả cũng hợp lý.",ROOMS#DESIGN&FEATURES,negative
"Phòng ốc hơi nhỏ nên thấy hơi bí nhưng được dọn dẹp vệ sinh sạch sẽ, thái độ phục vụ của nhân viên tốt, vị trí cũng thuận tiện cho việc đi lại, giá cả cũng hợp lý.",ROOMS#CLEANLINESS,positive
"Phòng ốc hơi nhỏ nên thấy hơi bí nhưng được dọn dẹp vệ sinh sạch sẽ, thái độ phục vụ của nhân viên tốt, vị trí cũng thuận tiện cho việc đi lại, giá cả cũng hợp lý.",SERVICE#GENERAL,positive
"Phòng ốc hơi nhỏ nên thấy hơi bí nhưng được dọn dẹp vệ sinh sạch sẽ, thái độ phục vụ của nhân viên tốt, vị trí cũng thuận tiện cho việc đi lại, giá cả cũng hợp lý.",LOCATION#GENERAL,positive
"Phòng ốc hơi nhỏ nên thấy hơi bí nhưng được dọn dẹp vệ sinh sạch sẽ, thái độ phục vụ của nhân viên tốt, vị trí cũng thuận tiện cho việc đi lại, giá cả cũng hợp lý.",ROOMS#PRICES,positive
"Tuy nhiên, trong phòng vẫn còn mùi ẩm mốc dù nhân viên đã xử lý, nếu khách sạn có thể triệt để vấn đề này thì rất ok.",SERVICE#GENERAL,positive
"Tuy nhiên, trong phòng vẫn còn mùi ẩm mốc dù nhân viên đã xử lý, nếu khách sạn có thể triệt để vấn đề này thì rất ok.",ROOMS#CLEANLINESS,negative
"Khách sạn này có vị trí gần chợ, chất lượng phòng ở nhìn chung tốt, khâu vệ sinh chú ý giữ sạch sẽ, trang thiết bị, tiện nghi cần thiết đầy đủ, nhân viên thì có thái độ phục vụ khách hàng khá vui vẻ, nhiệt tình.",LOCATION#GENERAL,positive
"Khách sạn này có vị trí gần chợ, chất lượng phòng ở nhìn chung tốt, khâu vệ sinh chú ý giữ sạch sẽ, trang thiết bị, tiện nghi cần thiết đầy đủ, nhân viên thì có thái độ phục vụ khách hàng khá vui vẻ, nhiệt tình.",ROOMS#QUALITY,positive
"Khách sạn này có vị trí gần chợ, chất lượng phòng ở nhìn chung tốt, khâu vệ sinh chú ý giữ sạch sẽ, trang thiết bị, tiện nghi cần thiết đầy đủ, nhân viên thì có thái độ phục vụ khách hàng khá vui vẻ, nhiệt tình.",HOTEL#CLEANLINESS,positive
"Khách sạn này có vị trí gần chợ, chất lượng phòng ở nhìn chung tốt, khâu vệ sinh chú ý giữ sạch sẽ, trang thiết bị, tiện nghi cần thiết đầy đủ, nhân viên thì có thái độ phục vụ khách hàng khá vui vẻ, nhiệt tình.",FACILITIES#GENERAL,positive
"Khách sạn này có vị trí gần chợ, chất lượng phòng ở nhìn chung tốt, khâu vệ sinh chú ý giữ sạch sẽ, trang thiết bị, tiện nghi cần thiết đầy đủ, nhân viên thì có thái độ phục vụ khách hàng khá vui vẻ, nhiệt tình.",SERVICE#GENERAL,positive
Địa thế toạ lạc thuận tiện đi lại.,LOCATION#GENERAL,positive
"Cộng với chất lượng phòng ở thông thoáng, nhân viên dọn dẹp vệ sinh phòng ốc cẩn thận, tươm tất.",SERVICE#GENERAL,positive
"Cộng với chất lượng phòng ở thông thoáng, nhân viên dọn dẹp vệ sinh phòng ốc cẩn thận, tươm tất.",ROOMS#CLEANLINESS,positive
"Cộng với chất lượng phòng ở thông thoáng, nhân viên dọn dẹp vệ sinh phòng ốc cẩn thận, tươm tất.",ROOMS#QUALITY,positive
Giá tiền hợp lý so với dịch vụ.,HOTEL#PRICES,positive
Giá tiền hợp lý so với dịch vụ.,SERVICE#GENERAL,positive
"Còn vệ sinh thì sạch sẽ, các bạn nhân viên nhiệt tình, vị trí dễ dàng đi lại và giá cả phải chăng.",SERVICE#GENERAL,positive
"Còn vệ sinh thì sạch sẽ, các bạn nhân viên nhiệt tình, vị trí dễ dàng đi lại và giá cả phải chăng.",LOCATION#GENERAL,positive
"Còn vệ sinh thì sạch sẽ, các bạn nhân viên nhiệt tình, vị trí dễ dàng đi lại và giá cả phải chăng.",HOTEL#PRICES,positive
"Còn vệ sinh thì sạch sẽ, các bạn nhân viên nhiệt tình, vị trí dễ dàng đi lại và giá cả phải chăng.",HOTEL#CLEANLINESS,positive
Cung cách các bạn nhân viên phục vụ khách hàng cũng ổn.,SERVICE#GENERAL,positive
"Phòng ở đạt tiêu chuẩn, vệ sinh sạch sẽ, ở cũng thoải mái.",ROOMS#QUALITY,positive
"Phòng ở đạt tiêu chuẩn, vệ sinh sạch sẽ, ở cũng thoải mái.",ROOMS#CLEANLINESS,positive
"Phòng ở đạt tiêu chuẩn, vệ sinh sạch sẽ, ở cũng thoải mái.",ROOMS#COMFORT,positive
"Nhìn chung, thì tôi không phàn nàn gì khi ở đây.",HOTEL#GENERAL,positive
Tôi đánh giá rất cao chất lượng khách sạn này đang cung cấp.,HOTEL#QUALITY,positive
"Tôi thấy cũng bất tiện khi ở đây không có thang máy, nên khá là mỏi chân khi leo bộ.",FACILITIES#DESIGN&FEATURES,negative
Tôi có đặt phòng tại Happy Day 1 Hotel để lưu trú.,HOTEL#GENERAL,positive
"Tôi cảm thấy hài lòng khi chọn dịch vụ khách sạn Happy Day 1 Hotel này, và tôi đánh giá chất lượng dịch vụ ở đây ok.",HOTEL#COMFORT,positive
"Tôi cảm thấy hài lòng khi chọn dịch vụ khách sạn Happy Day 1 Hotel này, và tôi đánh giá chất lượng dịch vụ ở đây ok.",SERVICE#GENERAL,positive
So với giá cả và chất lượng dịch vụ thì Happy Day 1 Hotel này cũng được.,HOTEL#PRICES,positive
So với giá cả và chất lượng dịch vụ thì Happy Day 1 Hotel này cũng được.,SERVICE#GENERAL,positive
Tôi thấy đang có công trình xây dựng gần Happy Day 1 Hotel nên khá ồn.,HOTEL#MISCELLANEOUS,positive
Tôi thấy đang có công trình xây dựng gần Happy Day 1 Hotel nên khá ồn.,HOTEL#COMFORT,negative
"Nhân viên nhiệt tình, giá cả hợp lý, phòng cũng sạch sẽ, cung cấp đầy đủ vật dụng.",SERVICE#GENERAL,positive
"Nhân viên nhiệt tình, giá cả hợp lý, phòng cũng sạch sẽ, cung cấp đầy đủ vật dụng.",HOTEL#PRICES,positive
"Nhân viên nhiệt tình, giá cả hợp lý, phòng cũng sạch sẽ, cung cấp đầy đủ vật dụng.",ROOMS#CLEANLINESS,positive
"Nhân viên nhiệt tình, giá cả hợp lý, phòng cũng sạch sẽ, cung cấp đầy đủ vật dụng.",ROOM_AMENITIES#GENERAL,positive
Lúc nhận phòng thì là phòng áp máy nên tôi không thích lắm.,ROOMS#DESIGN&FEATURES,negative
"Những khía cạnh khác tương đối tốt, vệ sinh khá sạch sẽ, trang thiết bị, tiện nghi cơ bản đầy đủ, nhân viên phục vụ khách nhìn chung có cung cách phục vụ bình thường.",HOTEL#GENERAL,positive
"Những khía cạnh khác tương đối tốt, vệ sinh khá sạch sẽ, trang thiết bị, tiện nghi cơ bản đầy đủ, nhân viên phục vụ khách nhìn chung có cung cách phục vụ bình thường.",FACILITIES#GENERAL,positive
"Những khía cạnh khác tương đối tốt, vệ sinh khá sạch sẽ, trang thiết bị, tiện nghi cơ bản đầy đủ, nhân viên phục vụ khách nhìn chung có cung cách phục vụ bình thường.",HOTEL#CLEANLINESS,positive
"Những khía cạnh khác tương đối tốt, vệ sinh khá sạch sẽ, trang thiết bị, tiện nghi cơ bản đầy đủ, nhân viên phục vụ khách nhìn chung có cung cách phục vụ bình thường.",SERVICE#GENERAL,positive
"Những khía cạnh khác tương đối tốt, vệ sinh khá sạch sẽ, trang thiết bị, tiện nghi cơ bản đầy đủ, nhân viên phục vụ khách nhìn chung có cung cách phục vụ bình thường.",HOTEL#GENERAL,positive
"Những khía cạnh khác tương đối tốt, vệ sinh khá sạch sẽ, trang thiết bị, tiện nghi cơ bản đầy đủ, nhân viên phục vụ khách nhìn chung có cung cách phục vụ bình thường.",FACILITIES#GENERAL,positive
Happy Day 1 Hotel có vị trí khá gần trung tâm nên thuận tiện cho việc tham quan cũng như mua sắm của tôi.,LOCATION#GENERAL,positive
Tôi đã ở Khách Sạn Happy Day 1 Hotel khi đến Đà Lạt.,HOTEL#GENERAL,positive
Tôi không có ý kiến gì để phàn nàn.,HOTEL#GENERAL,positive
"Nhân viên lễ tân nhìn không được vui vẻ, nhân viên nam thấy khách hàng nữa xách 2 vali không không mang giúp.",SERVICE#GENERAL,negative
Trong chuyến du lịch vừa qua tôi có đặt phòng tại khách sạn Happy Day 1 Hotel cho ba mẹ làm nơi nghỉ ngơi và sau khi về thì có vài nhận xét.,HOTEL#GENERAL,positive
Tổng quan mọi thứ cũng ở mức trung bình nhưng có một điểm trừ là giường nhỏ không thoải mái cho lắm.,HOTEL#GENERAL,neutral
Tổng quan mọi thứ cũng ở mức trung bình nhưng có một điểm trừ là giường nhỏ không thoải mái cho lắm.,ROOM_AMENITIES#COMFORT,negative
Tôi không hài lòng về chất lượng cũng như dịch vụ mà khách sạn Happy Day 1 Hotel đã cung cấp trong thời gian nghỉ ngơi tại đây.,HOTEL#COMFORT,negative
Tôi không hài lòng về chất lượng cũng như dịch vụ mà khách sạn Happy Day 1 Hotel đã cung cấp trong thời gian nghỉ ngơi tại đây.,SERVICE#GENERAL,negative
"Phòng ốc không sạch sẽ, trang thiết bị không tốt.",ROOMS#CLEANLINESS,negative
"Phòng ốc không sạch sẽ, trang thiết bị không tốt.",ROOM_AMENITIES#QUALITY,negative
"Thái độ nhân viên phục vụ bình thường, giá cả chấp nhận được và vị trí thuận tiện đi lại.",SERVICE#GENERAL,positive
"Thái độ nhân viên phục vụ bình thường, giá cả chấp nhận được và vị trí thuận tiện đi lại.",HOTEL#PRICES,positive
"Thái độ nhân viên phục vụ bình thường, giá cả chấp nhận được và vị trí thuận tiện đi lại.",LOCATION#GENERAL,positive
Nhìn chung khách sạn nên sớm có biện pháp khắc phục để chất lượng ngày một tốt hơn.,HOTEL#GENERAL,positive
"Còn lại như nhân viên phục vụ, vị trí cũng như giá cả thì khá ổn.",SERVICE#GENERAL,positive
"Còn lại như nhân viên phục vụ, vị trí cũng như giá cả thì khá ổn.",LOCATION#GENERAL,positive
"Còn lại như nhân viên phục vụ, vị trí cũng như giá cả thì khá ổn.",HOTEL#PRICES,positive
"Phòng ốc không được sạch sẽ cho lắm, phòng có kiến và cũng không thấy nhân viên ở đây thay drap giường hằng ngày.",ROOMS#CLEANLINESS,negative
"Phòng ốc không được sạch sẽ cho lắm, phòng có kiến và cũng không thấy nhân viên ở đây thay drap giường hằng ngày.",SERVICE#GENERAL,negative
"Nhân viên ở đây cũng hỗ trợ không được nhiệt tình, nói chuyện lớn tiếng, cắt ngang lời khách hàng và không được hoà nhã.",SERVICE#GENERAL,negative
"Nhìn chung, tôi cảm thấy không hài lòng khi nghỉ ngơi tại đây.",HOTEL#COMFORT,negative
"Phòng sạch sẽ, tiện nghi được trang bị đầy đủ, nhân viên đón tiếp khách niềm nở, vui vẻ.",ROOM_AMENITIES#GENERAL,positive
"Phòng sạch sẽ, tiện nghi được trang bị đầy đủ, nhân viên đón tiếp khách niềm nở, vui vẻ.",SERVICE#GENERAL,positive
"Phòng sạch sẽ, tiện nghi được trang bị đầy đủ, nhân viên đón tiếp khách niềm nở, vui vẻ.",ROOMS#CLEANLINESS,positive
Trang thiết bị cũng như cơ sở vật chất nơi đây được trang bị tương đối đầy đủ tiện nghi.,FACILITIES#GENERAL,positive
Happy Day 1 Hotel có vị trí thuận tiện đi lại.,LOCATION#GENERAL,positive
"Nhân viên dọn phòng khá sạch sẽ, trang bị đầy đủ vật dụng cho tôi sử dụng.",SERVICE#GENERAL,positive
"Nhân viên dọn phòng khá sạch sẽ, trang bị đầy đủ vật dụng cho tôi sử dụng.",ROOM_AMENITIES#GENERAL,positive
Nhìn chung thì cũng không có vấn đề gì khiến tôi phiền lòng khi ở đây.,HOTEL#GENERAL,positive
"Phòng ốc cũng chật, không được thoải mái cho lắm.",ROOMS#DESIGN&FEATURES,negative
"Phòng ốc cũng chật, không được thoải mái cho lắm.",ROOMS#COMFORT,negative
"khách sạn gần chợ, gần hồ, đi bộ tầm 200m, view khá đẹp.",HOTEL#GENERAL,positive
"khách sạn gần chợ, gần hồ, đi bộ tầm 200m, view khá đẹp.",LOCATION#GENERAL,positive
"Lễ tân nữ k thân thiện lắm, kiểu khinh khỉnh.",SERVICE#GENERAL,negative
Đi Đà Đạt nhiều lần nhưng lần này không hề ưng ý cách phục vụ của khách sạn này.,SERVICE#GENERAL,negative
"Tôi đánh giá chất lượng cũng như mọi dịch vụ tại khách sạn Happy Day 1 Hotel cung cấp cho gia đình trong chuyến đi vừa qua cũng tốt từ nhân viên phục vụ, tiện nghi phòng ốc, vấn đề vệ sinh đến giá cả cũng như vị trí.",SERVICE#GENERAL,positive
"Tôi đánh giá chất lượng cũng như mọi dịch vụ tại khách sạn Happy Day 1 Hotel cung cấp cho gia đình trong chuyến đi vừa qua cũng tốt từ nhân viên phục vụ, tiện nghi phòng ốc, vấn đề vệ sinh đến giá cả cũng như vị trí.",HOTEL#QUALITY,positive
"Tôi đánh giá chất lượng cũng như mọi dịch vụ tại khách sạn Happy Day 1 Hotel cung cấp cho gia đình trong chuyến đi vừa qua cũng tốt từ nhân viên phục vụ, tiện nghi phòng ốc, vấn đề vệ sinh đến giá cả cũng như vị trí.",ROOM_AMENITIES#GENERAL,positive
"Tôi đánh giá chất lượng cũng như mọi dịch vụ tại khách sạn Happy Day 1 Hotel cung cấp cho gia đình trong chuyến đi vừa qua cũng tốt từ nhân viên phục vụ, tiện nghi phòng ốc, vấn đề vệ sinh đến giá cả cũng như vị trí.",LOCATION#GENERAL,positive
"Tôi đánh giá chất lượng cũng như mọi dịch vụ tại khách sạn Happy Day 1 Hotel cung cấp cho gia đình trong chuyến đi vừa qua cũng tốt từ nhân viên phục vụ, tiện nghi phòng ốc, vấn đề vệ sinh đến giá cả cũng như vị trí.",HOTEL#CLEANLINESS,positive
"Tôi đánh giá chất lượng cũng như mọi dịch vụ tại khách sạn Happy Day 1 Hotel cung cấp cho gia đình trong chuyến đi vừa qua cũng tốt từ nhân viên phục vụ, tiện nghi phòng ốc, vấn đề vệ sinh đến giá cả cũng như vị trí.",HOTEL#PRICES,positive
Nhìn chung cũng không có gì để than phiền về nơi này.,HOTEL#GENERAL,positive
"Phòng tôi ở Happy Day 1 Hotel hơi nhỏ, không gian kín.",ROOMS#DESIGN&FEATURES,negative
"Trong phòng không có trang bị tủ lạnh, nhưng do diện tích nhỏ, tôi nghĩ không có chỗ để đặt được tủ lạnh nên tôi cũng không thắc mắc vấn đề này với lên tân.",ROOM_AMENITIES#MISCELLANEOUS,negative
"Trong phòng không có trang bị tủ lạnh, nhưng do diện tích nhỏ, tôi nghĩ không có chỗ để đặt được tủ lạnh nên tôi cũng không thắc mắc vấn đề này với lên tân.",ROOMS#DESIGN&FEATURES,negative
"Tôi ghi nhận điểm cộng là địa thế đẹp, nhân viên phục vụ tốt.",SERVICE#GENERAL,positive
"Tôi ghi nhận điểm cộng là địa thế đẹp, nhân viên phục vụ tốt.",HOTEL#GENERAL,positive
Giá cả rẻ nên chất lượng phòng ốc tương đương.,HOTEL#PRICES,positive
Giá cả rẻ nên chất lượng phòng ốc tương đương.,ROOMS#QUALITY,positive
Những bạn nhân viên khách sạn có cung cách phục vụ khách hàng khá tốt.,SERVICE#GENERAL,positive
"Nói chung, chất lượng khách sạn này ổn.",HOTEL#QUALITY,positive
Khâu vệ sinh tương đối.,HOTEL#CLEANLINESS,positive
Chất lượng phù hợp với số tiền mà tôi đã chi trả.,HOTEL#PRICES,positive
Chất lượng phù hợp với số tiền mà tôi đã chi trả.,HOTEL#QUALITY,positive
"Tôi đánh giá mọi dịch vụ tại khách sạn Happy Day 1 Hotel cũng tốt vì đã đáp ứng được nhu cầu của mọi người trong gia đình ở chuyến nghỉ hè vừa qua từ tiện nghi phòng ốc, nhân viên, vị trí đến giá cả.",SERVICE#GENERAL,positive
"Tôi đánh giá mọi dịch vụ tại khách sạn Happy Day 1 Hotel cũng tốt vì đã đáp ứng được nhu cầu của mọi người trong gia đình ở chuyến nghỉ hè vừa qua từ tiện nghi phòng ốc, nhân viên, vị trí đến giá cả.",ROOM_AMENITIES#GENERAL,positive
"Tôi đánh giá mọi dịch vụ tại khách sạn Happy Day 1 Hotel cũng tốt vì đã đáp ứng được nhu cầu của mọi người trong gia đình ở chuyến nghỉ hè vừa qua từ tiện nghi phòng ốc, nhân viên, vị trí đến giá cả.",LOCATION#GENERAL,positive
